person1_id,person2_id,interaction_type,infection_probability
13911,42372,close_contact,0.08
4005,275,close_contact,0.07
24825,44243,shared_space,0.17
21699,2304,close_contact,0.11
25978,48174,close_contact,0.19
46447,19189,close_contact,0.07
9142,21927,shared_space,0.22
35520,36649,close_contact,0.21
17783,46184,close_contact,0.15
4856,33545,shared_space,0.14
49374,24124,shared_space,0.11
19518,13246,close_contact,0.15
18423,17498,close_contact,0.08
47974,819,close_contact,0.23
17714,32456,shared_space,0.22
46355,23492,close_contact,0.15
41109,44925,shared_space,0.2
20563,5531,shared_space,0.19
15956,46869,close_contact,0.06
46097,28782,close_contact,0.12
27996,48493,shared_space,0.19
42777,3672,shared_space,0.07
35468,42367,shared_space,0.16
18686,26446,close_contact,0.17
17378,48851,close_contact,0.05
20188,34413,shared_space,0.13
31863,35996,shared_space,0.11
5206,38032,shared_space,0.2
31701,19297,close_contact,0.06
32911,32055,close_contact,0.19
1089,12573,close_contact,0.11
10916,19615,close_contact,0.15
2076,7393,close_contact,0.1
11041,40316,shared_space,0.12
39074,5894,shared_space,0.06
27551,45440,close_contact,0.18
7203,38264,close_contact,0.24
49300,38717,shared_space,0.16
2112,31331,shared_space,0.21
6166,29321,close_contact,0.2
10084,6638,shared_space,0.11
1931,38048,close_contact,0.12
41244,10330,close_contact,0.12
2369,6792,shared_space,0.06
20609,37307,close_contact,0.09
8771,29918,shared_space,0.07
9027,37045,close_contact,0.21
33731,22834,close_contact,0.2
16348,27850,shared_space,0.12
33293,20028,shared_space,0.13
29154,18953,shared_space,0.15
10457,27734,close_contact,0.08
4842,43697,shared_space,0.12
23268,23755,shared_space,0.24
48610,4044,close_contact,0.1
20212,18251,shared_space,0.22
38925,15457,close_contact,0.24
32473,31905,shared_space,0.11
49532,44778,close_contact,0.18
3599,40240,shared_space,0.23
5324,1790,close_contact,0.07
10794,12983,shared_space,0.14
17727,31661,shared_space,0.17
22451,18423,shared_space,0.21
3734,6992,shared_space,0.1
38522,7958,close_contact,0.19
2673,47390,shared_space,0.13
13582,33569,shared_space,0.25
9447,4262,shared_space,0.25
16500,10701,close_contact,0.07
4655,28625,close_contact,0.17
19417,19325,close_contact,0.21
21564,18351,close_contact,0.12
24504,30701,close_contact,0.16
21338,22747,shared_space,0.19
25502,28332,shared_space,0.05
3114,18060,shared_space,0.17
21599,2395,shared_space,0.18
48626,42056,shared_space,0.06
35447,43771,shared_space,0.11
2466,4216,shared_space,0.16
4645,28639,shared_space,0.24
2256,7609,close_contact,0.19
49248,35692,shared_space,0.06
25077,14360,close_contact,0.16
10173,34500,shared_space,0.11
21455,41800,shared_space,0.1
42408,38839,shared_space,0.24
27787,32527,close_contact,0.16
5280,264,shared_space,0.17
47094,23697,close_contact,0.06
5819,38361,shared_space,0.16
40172,22759,shared_space,0.16
10327,19948,close_contact,0.07
9829,33233,shared_space,0.15
35330,41778,shared_space,0.19
45360,40689,close_contact,0.21
21994,13037,shared_space,0.21
19792,21437,close_contact,0.17
37817,3907,shared_space,0.11
18784,29800,shared_space,0.23
47056,12360,shared_space,0.2
21807,26730,close_contact,0.16
839,28749,shared_space,0.07
21606,18120,shared_space,0.13
42178,35640,close_contact,0.16
42699,19719,shared_space,0.1
30464,24907,close_contact,0.09
33509,13215,close_contact,0.25
29476,31390,shared_space,0.24
12170,19669,shared_space,0.23
31119,36817,shared_space,0.23
1853,47581,shared_space,0.16
20681,8015,shared_space,0.09
18637,39289,shared_space,0.05
7861,3599,close_contact,0.12
29806,12894,shared_space,0.08
18982,22713,close_contact,0.22
27069,31412,shared_space,0.15
4442,22122,close_contact,0.07
9976,47757,shared_space,0.1
15320,24086,close_contact,0.14
8482,12352,close_contact,0.17
37652,25100,shared_space,0.21
21259,25507,close_contact,0.07
14743,20482,close_contact,0.12
30561,40432,close_contact,0.2
14786,29763,close_contact,0.1
31213,8902,close_contact,0.24
13223,35614,shared_space,0.08
15884,44808,shared_space,0.15
19128,45320,shared_space,0.16
44604,40323,close_contact,0.21
17234,46270,shared_space,0.08
5397,11236,close_contact,0.08
4900,40472,shared_space,0.15
28298,33259,shared_space,0.1
702,48502,shared_space,0.16
36483,20855,shared_space,0.15
17629,42434,shared_space,0.17
35392,45541,shared_space,0.12
15641,39777,shared_space,0.1
44827,45393,shared_space,0.13
30833,25292,close_contact,0.21
42783,14645,close_contact,0.09
31308,30505,shared_space,0.2
5944,31761,close_contact,0.09
9279,22731,close_contact,0.18
21016,37397,shared_space,0.07
22634,23376,close_contact,0.22
3937,38885,close_contact,0.06
33091,31768,close_contact,0.14
20621,4251,shared_space,0.21
8414,29304,shared_space,0.23
46590,3865,shared_space,0.22
18063,44303,close_contact,0.23
39043,27517,shared_space,0.2
37492,2695,shared_space,0.24
31654,40827,close_contact,0.17
3325,33873,shared_space,0.17
34925,47602,close_contact,0.16
43288,36839,close_contact,0.05
6276,46071,shared_space,0.08
37935,6518,close_contact,0.15
44064,3098,shared_space,0.08
24568,2154,shared_space,0.22
14935,24767,close_contact,0.22
14645,13592,shared_space,0.21
45046,38939,shared_space,0.07
30455,15810,close_contact,0.2
2923,45417,close_contact,0.12
8301,37616,shared_space,0.09
6006,7238,close_contact,0.17
38773,8875,shared_space,0.21
47475,37531,close_contact,0.11
7397,31922,close_contact,0.06
42213,4339,shared_space,0.15
20583,20622,shared_space,0.24
39704,20886,shared_space,0.06
22804,7379,close_contact,0.06
31784,29487,shared_space,0.06
25366,3057,shared_space,0.15
26219,15093,close_contact,0.13
3127,17871,shared_space,0.09
37952,13848,close_contact,0.11
22193,34677,shared_space,0.16
35504,19228,shared_space,0.11
10262,24057,shared_space,0.24
1872,47412,close_contact,0.22
38414,13997,shared_space,0.2
47445,19398,shared_space,0.13
331,31231,close_contact,0.2
11864,5622,close_contact,0.16
39731,22405,close_contact,0.18
10953,21531,close_contact,0.19
33313,24347,shared_space,0.2
25242,45091,close_contact,0.09
9662,36112,shared_space,0.15
46505,21069,shared_space,0.07
666,28121,shared_space,0.22
33184,35606,shared_space,0.05
43525,38916,close_contact,0.24
20859,31175,close_contact,0.2
42328,18091,close_contact,0.12
21522,18315,shared_space,0.12
3332,33764,close_contact,0.19
102,24261,close_contact,0.1
39600,47790,close_contact,0.07
16553,5904,shared_space,0.13
27838,42568,close_contact,0.24
25817,27992,close_contact,0.1
15318,22991,close_contact,0.15
41190,47294,close_contact,0.17
46247,15756,close_contact,0.13
37721,42137,close_contact,0.05
43334,9916,close_contact,0.18
38712,31474,close_contact,0.08
10360,41928,close_contact,0.12
4847,42340,shared_space,0.09
21115,9889,shared_space,0.08
24847,34138,shared_space,0.09
13153,48324,close_contact,0.13
1810,4653,shared_space,0.15
27917,36669,shared_space,0.06
37413,19337,close_contact,0.18
15468,3736,close_contact,0.14
36996,757,shared_space,0.25
30319,16118,shared_space,0.22
45078,20465,close_contact,0.19
21652,42990,shared_space,0.16
42120,3114,shared_space,0.12
6715,39974,shared_space,0.1
25650,12106,close_contact,0.23
35592,43268,shared_space,0.15
10737,40414,close_contact,0.14
2032,41807,close_contact,0.22
13077,37936,close_contact,0.07
28818,42074,shared_space,0.2
36570,14214,close_contact,0.16
45354,3541,shared_space,0.1
38627,43189,close_contact,0.24
5390,33086,shared_space,0.2
43991,12047,shared_space,0.2
13926,29800,shared_space,0.11
13636,38655,shared_space,0.17
24982,6991,shared_space,0.23
21581,5482,close_contact,0.14
48776,44160,shared_space,0.08
6497,25193,shared_space,0.24
41285,40138,close_contact,0.23
37241,20551,shared_space,0.1
8783,18555,close_contact,0.17
32424,15145,shared_space,0.15
16716,5010,close_contact,0.11
799,37989,close_contact,0.16
17266,37703,close_contact,0.05
36608,26705,close_contact,0.2
38869,37976,close_contact,0.16
11514,32429,shared_space,0.24
5413,19923,close_contact,0.09
17386,16310,close_contact,0.06
49201,2984,close_contact,0.18
24876,10583,shared_space,0.09
10143,11029,close_contact,0.23
31345,43345,close_contact,0.18
41126,19853,shared_space,0.2
18374,43663,shared_space,0.19
31257,21917,close_contact,0.22
1545,48677,close_contact,0.17
365,9019,shared_space,0.23
16987,23549,close_contact,0.13
23693,14388,close_contact,0.11
35090,40334,shared_space,0.11
39188,1897,close_contact,0.25
3604,14026,shared_space,0.14
24265,20386,close_contact,0.23
42128,40334,close_contact,0.12
23854,31131,shared_space,0.16
41410,26218,close_contact,0.09
14566,38166,shared_space,0.08
30965,35590,shared_space,0.09
16838,45120,shared_space,0.12
37072,6152,close_contact,0.17
36202,39031,shared_space,0.12
30688,40618,shared_space,0.2
29116,46136,shared_space,0.1
4757,17914,close_contact,0.06
14706,36173,shared_space,0.14
30613,2845,shared_space,0.11
14139,11077,shared_space,0.16
16076,45136,shared_space,0.14
40285,33489,close_contact,0.21
32411,14310,shared_space,0.22
8110,14508,close_contact,0.23
21296,27723,close_contact,0.07
19882,32440,close_contact,0.12
21914,14175,close_contact,0.13
25584,19434,close_contact,0.05
33951,14675,shared_space,0.09
10950,31222,close_contact,0.18
22416,30743,shared_space,0.24
39607,39946,close_contact,0.17
34048,28102,close_contact,0.09
48214,44488,shared_space,0.17
10736,43602,shared_space,0.17
20228,39171,shared_space,0.22
37135,35215,close_contact,0.2
32965,49015,close_contact,0.15
30343,12768,shared_space,0.08
12727,30224,shared_space,0.1
2916,1209,close_contact,0.16
35160,41425,shared_space,0.16
41628,14846,shared_space,0.18
13120,11698,close_contact,0.23
15106,14588,close_contact,0.2
41665,28327,close_contact,0.22
25918,19012,shared_space,0.08
9038,41741,shared_space,0.17
41548,39223,shared_space,0.09
27809,41996,close_contact,0.09
44532,23802,shared_space,0.1
17314,20012,shared_space,0.14
750,22837,close_contact,0.24
18647,10585,close_contact,0.2
22590,11926,shared_space,0.11
19889,23874,shared_space,0.09
17453,42404,close_contact,0.17
25652,39363,close_contact,0.18
2819,12190,close_contact,0.1
9749,4419,shared_space,0.24
35905,41283,close_contact,0.08
29873,29281,shared_space,0.15
5161,28231,close_contact,0.23
12860,36974,shared_space,0.21
8395,15761,close_contact,0.07
48192,35187,close_contact,0.15
31391,43747,close_contact,0.13
30139,47522,shared_space,0.2
16346,34074,shared_space,0.23
43661,19693,close_contact,0.16
23168,18740,close_contact,0.16
7656,34596,shared_space,0.1
16252,34623,close_contact,0.09
23255,4946,shared_space,0.07
24322,27155,shared_space,0.21
47556,48916,shared_space,0.19
33339,29326,close_contact,0.2
25811,23118,close_contact,0.19
18975,34271,close_contact,0.15
36513,17112,shared_space,0.14
2137,25242,shared_space,0.24
20352,49476,shared_space,0.09
6462,8807,shared_space,0.2
38338,6997,shared_space,0.16
15973,41219,close_contact,0.17
21547,5312,close_contact,0.18
48216,8676,close_contact,0.17
22676,21494,shared_space,0.12
10511,24773,shared_space,0.17
33781,9987,shared_space,0.21
26562,23287,close_contact,0.12
2390,39725,close_contact,0.24
49896,48555,close_contact,0.11
6015,25227,close_contact,0.14
27968,39624,close_contact,0.07
37640,15774,close_contact,0.12
47006,658,close_contact,0.16
8846,2844,close_contact,0.15
14517,723,close_contact,0.24
21015,49328,close_contact,0.18
43843,12118,close_contact,0.13
45138,3398,close_contact,0.1
42675,40803,close_contact,0.14
23209,36712,shared_space,0.07
46128,48365,shared_space,0.07
16906,36567,close_contact,0.24
21333,18268,close_contact,0.13
40430,49622,shared_space,0.1
44634,24911,close_contact,0.16
3473,19266,shared_space,0.16
13770,31702,close_contact,0.23
17023,24135,close_contact,0.08
35926,37846,close_contact,0.2
6249,17557,shared_space,0.11
36743,45903,shared_space,0.07
17511,27639,shared_space,0.23
24066,24836,shared_space,0.05
385,42810,shared_space,0.25
49215,1308,shared_space,0.09
34100,13286,shared_space,0.06
31195,8020,shared_space,0.2
13009,34518,close_contact,0.11
3828,26815,close_contact,0.21
42081,30634,shared_space,0.12
13046,2371,close_contact,0.09
6877,44759,shared_space,0.09
46732,36614,shared_space,0.23
5775,10587,shared_space,0.23
31427,19618,shared_space,0.07
12369,25789,close_contact,0.08
34562,43026,close_contact,0.19
22173,33364,shared_space,0.11
16841,40141,close_contact,0.07
28328,25551,shared_space,0.23
43413,21717,close_contact,0.21
49833,1899,close_contact,0.13
25710,21479,shared_space,0.06
32134,32525,close_contact,0.08
14574,9657,shared_space,0.19
31597,45150,shared_space,0.13
6663,19439,shared_space,0.08
43623,29253,close_contact,0.11
30145,31715,close_contact,0.2
23733,46934,shared_space,0.16
27761,5627,close_contact,0.06
28666,29274,shared_space,0.12
18758,46057,close_contact,0.12
35094,5807,shared_space,0.21
28793,26085,close_contact,0.25
30278,15862,shared_space,0.16
31233,17349,close_contact,0.08
39137,36910,close_contact,0.18
19490,22020,shared_space,0.14
21148,8317,close_contact,0.13
19217,6829,shared_space,0.12
46829,26455,shared_space,0.22
36317,47643,close_contact,0.13
12246,18602,close_contact,0.1
5356,26954,shared_space,0.12
28739,10128,shared_space,0.23
19701,26507,shared_space,0.2
33664,44377,close_contact,0.14
35029,20132,shared_space,0.23
8282,38757,shared_space,0.21
8026,21528,shared_space,0.16
17596,8413,close_contact,0.17
38227,35578,close_contact,0.2
22798,5534,shared_space,0.07
20703,19181,close_contact,0.23
6359,13711,close_contact,0.13
18349,37702,shared_space,0.12
35151,37666,shared_space,0.23
12043,13054,shared_space,0.12
29385,28344,close_contact,0.16
32647,46981,close_contact,0.07
25158,769,close_contact,0.16
45227,28597,shared_space,0.23
22613,45724,shared_space,0.09
8857,7542,close_contact,0.07
11597,7322,shared_space,0.1
17855,39401,close_contact,0.2
19119,17036,close_contact,0.12
36089,210,close_contact,0.11
12893,18424,close_contact,0.13
46454,11222,shared_space,0.12
38559,47145,close_contact,0.22
25886,32685,close_contact,0.24
38488,20714,shared_space,0.16
10076,48397,shared_space,0.2
2430,3402,close_contact,0.22
36861,49718,shared_space,0.23
17963,21374,shared_space,0.2
22660,48644,shared_space,0.16
43380,23186,shared_space,0.13
12264,25861,shared_space,0.22
15136,6597,shared_space,0.18
32468,22901,close_contact,0.13
17702,45937,close_contact,0.17
4881,41824,shared_space,0.22
29106,15893,close_contact,0.07
16312,29020,shared_space,0.05
14895,704,shared_space,0.12
38348,8576,shared_space,0.06
14047,7310,close_contact,0.23
30225,14827,close_contact,0.14
8377,24874,shared_space,0.14
26110,41136,shared_space,0.15
28632,23047,close_contact,0.22
47941,20526,shared_space,0.21
662,41591,close_contact,0.13
29778,13753,shared_space,0.24
35488,48107,close_contact,0.23
34927,34513,shared_space,0.23
7691,47688,shared_space,0.21
11123,32808,shared_space,0.25
48645,9652,shared_space,0.2
38801,26756,shared_space,0.06
38224,45257,close_contact,0.15
15971,48612,close_contact,0.25
21618,47707,close_contact,0.19
20988,23264,shared_space,0.1
38619,4278,shared_space,0.09
15439,3656,close_contact,0.2
43795,933,close_contact,0.09
40354,35243,shared_space,0.14
11135,37396,shared_space,0.05
19375,35347,shared_space,0.13
20605,31963,close_contact,0.09
36807,10410,shared_space,0.17
27635,38299,shared_space,0.09
33984,39087,shared_space,0.1
17392,23385,close_contact,0.13
15500,10681,close_contact,0.07
35569,12335,close_contact,0.06
30503,31851,close_contact,0.09
10959,5121,close_contact,0.12
21198,20207,close_contact,0.21
7398,11958,close_contact,0.1
30436,41985,close_contact,0.22
34486,37978,shared_space,0.17
42138,35206,close_contact,0.05
17938,5557,close_contact,0.11
42921,36209,close_contact,0.24
42165,18803,close_contact,0.06
22859,31498,shared_space,0.14
24666,22121,shared_space,0.11
48736,10613,close_contact,0.11
4854,8491,close_contact,0.15
13746,13993,shared_space,0.1
19557,44870,shared_space,0.12
15378,5210,shared_space,0.08
19117,15217,shared_space,0.24
12933,46264,shared_space,0.06
4894,48399,close_contact,0.12
12511,12836,shared_space,0.09
9038,48701,close_contact,0.05
16255,7866,close_contact,0.13
2004,41321,close_contact,0.14
11749,48912,close_contact,0.14
39290,34923,shared_space,0.17
5197,19245,close_contact,0.18
2520,36793,close_contact,0.22
27374,33055,shared_space,0.13
15881,44195,shared_space,0.25
41335,5587,close_contact,0.11
46998,15759,shared_space,0.22
49479,44816,close_contact,0.2
10324,42946,close_contact,0.23
42746,26950,shared_space,0.1
37156,36527,close_contact,0.13
39786,13498,shared_space,0.21
7343,40304,shared_space,0.14
14777,42478,shared_space,0.18
38285,33861,close_contact,0.23
10961,35188,close_contact,0.23
20040,47051,close_contact,0.16
10880,30440,shared_space,0.17
24663,12682,close_contact,0.12
1607,3729,shared_space,0.25
41953,6083,close_contact,0.15
29966,3937,close_contact,0.22
36704,25762,close_contact,0.12
4494,49184,close_contact,0.17
34790,38553,shared_space,0.21
39587,1245,close_contact,0.12
1172,21245,close_contact,0.2
16020,48533,close_contact,0.15
47300,42503,close_contact,0.19
15276,19034,shared_space,0.17
969,38498,close_contact,0.05
19642,22416,close_contact,0.1
39880,27362,close_contact,0.13
6048,1509,shared_space,0.13
46295,11998,close_contact,0.22
29792,12972,shared_space,0.21
48183,36707,shared_space,0.19
12723,20083,shared_space,0.07
20830,13015,shared_space,0.07
1114,5542,close_contact,0.24
